#     x   y   z
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  5.5
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.0
 12.0  12.0  6.5
 12.0  12.0  6.5
 12.0  12.0  6.5
 12.0  12.0  6.5
 12.0  12.0  6.5
 12.0  12.0  6.5
 12.0  12.0  6.5
 12.0  12.0  6.5
 12.0  12.0  6.5
 12.0  12.0  6.5
 12.0  12.0  6.5
 12.0  12.0  6.5
 12.0  12.0  6.5
 12.0  12.0  6.5
 12.0  12.0  6.5
 12.0  12.0  6.5
 12.0  12.0  6.5
 12.0  12.0  6.5
